Date,Open,High,Low,Close,Volume,Symbol
13/04/2016,310.24,311.4,305.25,310.2,1069800,ENGRO
14/04/2016,311.84,315.22,310.4,313.61,1399800,ENGRO
15/04/2016,315,316.3,310.5,311.38,781700,ENGRO
18/04/2016,309,312.5,308.65,309.95,675000,ENGRO
19/04/2016,310.75,312.45,309.25,311.39,677900,ENGRO
20/04/2016,311,314.5,309.5,310.5,1570400,ENGRO
21/04/2016,311,311.28,305,306.17,1313400,ENGRO
22/04/2016,306.75,308.5,306.17,307.65,399800,ENGRO
25/04/2016,308.75,309,305.1,307.19,727900,ENGRO
26/04/2016,307,309.7,306.99,307.4,1039500,ENGRO
27/04/2016,308,315.4,307.8,312.77,4363100,ENGRO
28/04/2016,313,315,312.5,312.84,2800300,ENGRO
29/04/2016,313,318.4,311.2,312.84,3443500,ENGRO
02/05/2016,311.25,314.44,310,312.22,776700,ENGRO
03/05/2016,311.25,315.5,311.25,314.57,836300,ENGRO
04/05/2016,316.25,325.9,316,323.66,6433300,ENGRO
05/05/2016,326,331.84,324.5,330.41,4651100,ENGRO
06/05/2016,330.1,331.49,325.75,326.81,1945500,ENGRO
09/05/2016,327.49,329.9,327,327.44,899200,ENGRO
10/05/2016,327,328.4,323.1,325.98,930800,ENGRO
11/05/2016,327.7,328,324.55,324.9,1050200,ENGRO
12/05/2016,325.6,328.7,325.1,325.68,1233100,ENGRO
13/05/2016,326,327.6,324.5,325.96,504800,ENGRO
16/05/2016,328,328.89,326.16,327.12,793400,ENGRO
17/05/2016,328,330.89,326.51,327.26,1333700,ENGRO
18/05/2016,327.8,328.6,325.27,326.27,1093000,ENGRO
19/05/2016,327.85,335.9,327.05,332.93,4147500,ENGRO
20/05/2016,333,333.95,330.4,330.86,862700,ENGRO
23/05/2016,332.9,338.5,331,336.91,2252500,ENGRO
24/05/2016,337.25,338.7,335,337.22,1631000,ENGRO
25/05/2016,338.4,338.5,330.15,330.98,1380800,ENGRO
26/05/2016,332.7,340.73,329,336.07,5099400,ENGRO
27/05/2016,336.07,341.7,335,336.88,3259400,ENGRO
30/05/2016,337.44,338,332.1,333.58,1071500,ENGRO
31/05/2016,333.58,338.9,332.15,334.61,1454400,ENGRO
01/06/2016,335.5,338.2,335.48,337.67,1025900,ENGRO
02/06/2016,338.2,345.6,338.05,340.34,4139700,ENGRO
03/06/2016,341.75,345.03,341,343,1967700,ENGRO
06/06/2016,347.99,352.45,345.5,349.86,3929700,ENGRO
07/06/2016,349.6,350.24,346.1,347.23,699100,ENGRO
08/06/2016,350.51,353.8,347.5,348.73,1415000,ENGRO
09/06/2016,349.5,349.5,346.7,347.62,433400,ENGRO
10/06/2016,343.79,343.79,332,334.16,2942200,ENGRO
13/06/2016,333.9,333.9,326.6,330.23,1933900,ENGRO
14/06/2016,333,335.45,332.86,333.76,1488900,ENGRO
15/06/2016,350.44,350.44,343,349.44,5407500,ENGRO
16/06/2016,349,352.05,347,348.07,2923400,ENGRO
17/06/2016,347.85,350.7,346.05,347.76,1109300,ENGRO
20/06/2016,350,350,345.26,345.98,688700,ENGRO
21/06/2016,346.9,347,342.5,343.26,617600,ENGRO
22/06/2016,342.12,343.95,335,335.8,1092500,ENGRO
23/06/2016,335,339.99,332.1,339.21,1065100,ENGRO
